"Site name","Address","Phone","Program Name","Length of Day"
" Appeal for Charities and Goodwill - Appeal for Charities","50 W 71st St ",6515400,"Head Start","HALF DAY/FULL DAY"
" Hull House Association - Parkway Community Center / Hull House","500 E 67th St ",4931306,"Head Start","HALF DAY/FULL DAY"
" Salvation Army - Columbus Park / Salvation Army","500 S Central Ave ",9214162,"Head Start","HALF DAY/FULL DAY"
" Douglass-Tubman Youth Ministries,Inc. - Douglass-Tubman Child Development Center","5010 W Chicago Ave ",6266581,"Head Start","HALF DAY/FULL DAY"
" Wayman Day Care Center - Wayman Day Care","511 W Elm St ",9432120,"Head Start","HALF DAY/FULL DAY"
" May","512 S. Lavergne ",5346140,"Head Start","3-4 hours"
" Goudy","5120 N. Winthrop ",5342480,"Head Start","5-6 hours"
" Albany Park Community Center - Albany Park Head Start Center-Kimball","5121 N Kimball Ave ",5095657,"Head Start","HALF DAY/FULL DAY"
" Henry Booth House - All About Kids Learning Academy","514 E 75th St ",8922800,"Head Start","HALF DAY/FULL DAY"
" El Valor - Teddy Bear 5 Pulaski","5160 S Pulaski RD ",,"Head Start","HALF DAY/FULL DAY"
" Fulton","5300 S. Hermitage ",5359000,"Head Start","5-6 hours"
" Trinity United Church of Christ - Trinity United","532 W 95th St ",4883511,"Head Start","HALF DAY/FULL DAY"
" Catholic Charities of the Archdiocese of Chicago - Grace Mission","5332 S Western Ave ",4761990,"Head Start","HALF DAY/FULL DAY"
" Marcy Newberry Association - Mosaic","5332-34 W Addison Ave ",7777411,"Head Start","HALF DAY/FULL DAY"
" Doolittle West","535 E. 35th St ",5351040,"Head Start","5-6 hours"
" Henry Booth House - Angel Wings","5365 W North Ave ",,"Head Start","HALF DAY/FULL DAY"
" Henry Booth House - Near The Pier Dev Center","540 N Lakeshore Dr ",,"Head Start","HALF DAY/FULL DAY"
" Firman Community Services - Firman House South","5401 S Wentworth Ave ",4513400,"Head Start","HALF DAY/FULL DAY"
" Onward Neighborhood House - Belmont-Cragin","5423 W Diversey ",,"Head Start","HALF DAY/FULL DAY"
" Onward Neighborhood House - New Beginnings","5445 W North Ave ",3855365,"Head Start","HALF DAY/FULL DAY"
" Henry Booth House - Bunny Land DC","545 w 119th st ",,"Head Start","HALF DAY/FULL DAY"
" Trinity Resources Unlimited, Inc. - Prince of Peace","5450 W Van Buren St ",6263977,"Head Start","HALF DAY/FULL DAY"
" National Teachers Acad","55 W. Cermack ",5349970,"Head Start","5-6 hours"
" Henry Booth House - Allison's Infant Toddler","5522 S Racine Ave ",4363193,"Head Start","HALF DAY/FULL DAY"
" Marcy Newberry Association - Austin Town Hall","5610 W Lake St ",2611505,"Head Start","HALF DAY/FULL DAY"
" Henry Booth House - Coppin Early Learning Center","5627 S Michigan Ave ",3632400,"Head Start","HALF DAY/FULL DAY"
" Onward Neighborhood House - Tiny Town for Tots","5654 W Division St ",,"Head Start","HALF DAY/FULL DAY"
" Marcy Newberry Association - St. John Greater Holy Temple","5701 W Midway Park ",9480094,"Head Start","HALF DAY/FULL DAY"
" Trinity Resources Unlimited, Inc. - Hope for Youth","5900 W Iowa St ",6260323,"Head Start","HALF DAY/FULL DAY"
" El Valor - Little Learners","5923 W 63rd St ",5815541,"Head Start","HALF DAY/FULL DAY"
" Onward Neighborhood House - Onward Neighborhood House","600 N Leavitt St ",6666726,"Head Start","HALF DAY/FULL DAY"
" Nicholson","6006 S. Peoria ",5353285,"Head Start","3-4 hours"
" Sexton, Austin O.","6020 S. Langley ",5350640,"Head Start","5-6 hours"
" Onward Neighborhood House - Lee's Cuddles N Care","6100 W North Ave ",7458054,"Head Start","HALF DAY/FULL DAY"
" Fiske","6145 S. Ingleside ",5350990,"Head Start","5-6 hours"
" Onward Neighborhood House - Alphabet Academy","6224 W North Ave ",6227055,"Head Start","HALF DAY/FULL DAY"
" Centers For New Horizons - Washington Park South Learning Center","6225 S Wabash Ave ",6672065,"Head Start","HALF DAY/FULL DAY"
" Boys and Girls Clubs of Chicago - Yancey","6245 S Wabash Ave ",3634733,"Head Start","HALF DAY/FULL DAY"
" El Valor - Kidz Colony","6287 S Archer Ave ",7678522,"Head Start","HALF DAY/FULL DAY"
" Aldridge","630 E. 131St St. ",5355614,"Head Start","5-6 hours"
" Dulles","6311 S. Calumet ",5350690,"Head Start","3-4 hours"
" YMCA of Metropolitan Chicago - South Side YMCA","6330 S Stony Island Ave ",9470700,"Head Start","HALF DAY/FULL DAY"
" Reed","6350 S. Stewart ",5353075,"Head Start","5-6 hours"
" Dewey CPC","638 W. 54Th Pl. ",5351671,"Head Start","5-6 hours"
" El Valor - Teddy Bear 3 Pulaski","6401 S Pulaski RD ",,"Head Start","HALF DAY/FULL DAY"
" Metropolitan Family Services - Midway Head Start Center","6422 S Kedzie Ave ",7374790,"Head Start","HALF DAY/FULL DAY"
" Hinton","644 W. 71St St. ",5353875,"Head Start","5-6 hours"
" Henry Booth House - Granny's Day Care","645 w 127th st ",,"Head Start","HALF DAY/FULL DAY"
" Kershaw","6450 S. Lowe ",5353050,"Head Start","3-4 hours"
" O'Toole","6550 S. Seeley ",5359040,"Head Start","5-6 hours"
" Woodlawn","6657 S. Kimbark ",5350801,"Head Start","5-6 hours"
" Henry Booth House - Little Angels Family DayCare","6701 S Emerald Ave ",4888777,"Head Start","HALF DAY/FULL DAY"
" Davis, Miles Acad","6723 S. Wood ",5359120,"Head Start","5-6 hours"
" Board Trustees-City Colleges of Chicago - Kennedy-King College","6800 S Wentworth Ave ",5533475,"Head Start","HALF DAY/FULL DAY"
" Family Rescue - Ridgeland Head Start","6824 S Ridgeland Ave ",6671073,"Head Start","HALF DAY/FULL DAY"
" Trinity United Church of Christ - Dr. Denton J. Brooks Center","6921 S Stony Island Ave ",9552818,"Head Start","HALF DAY/FULL DAY"
" O'Keeffe","6940 S. Merrill ",5350600,"Head Start","5-6 hours"
" Abraham Lincoln Centre - Lincoln - Roseland","7 E 119th St ",2647632,"Head Start","HALF DAY/FULL DAY"
" Abraham Lincoln Centre - Lincoln - Roseland","7 E 119th St ",2647632,"Head Start","HALF DAY/FULL DAY"
" YMCA of Metropolitan Chicago - Garfield Head Start/Child Developmental Center- YMCA","7 N Homan Ave ",2653900,"Head Start","HALF DAY/FULL DAY"
" Yale","7025 S. Princeton ",5353190,"Head Start","3-4 hours"
" Bond","7050 S. May ",5353480,"Head Start","5-6 hours"
" McKay","7050 S. Washtenaw ",5359340,"Head Start","5-6 hours"
" Christopher House - Christopher House - Rogers Park","7059 N Greenview Ave ",2745477,"Head Start","HALF DAY/FULL DAY"
" Abraham Lincoln Centre - Donoghue","707 E 37th St ",,"Head Start","HALF DAY/FULL DAY"
" Guggenheim","7141 S. Morgan ",5353587,"Head Start","5-6 hours"
" Ada S. McKinley Community Services - Little Hands","7146 S Ashland Ave ",,"Head Start","HALF DAY/FULL DAY"
" Ada S. McKinley Community Services - McKinley - Howard","7222 S Exchange Ave ",2219711,"Head Start","HALF DAY/FULL DAY"
" Henry Booth House - Love N Learn Academy","723 E 75th St ",7230338,"Head Start","HALF DAY/FULL DAY"
" Deneen","7240 S. Wabash ",5353035,"Head Start","3-4 hours"
" Catholic Charities of the Archdiocese of Chicago - Maria's Garden","7320 S Yale Ave ",9943016,"Head Start","HALF DAY/FULL DAY"
" South Shore United Methodist - South Shore United","7350 S Jeffery Blvd ",3244430,"Head Start","HALF DAY/FULL DAY"
" Tanner","7350 S. Evans ",5353870,"Head Start","3-4 hours"
" Jordan","7414 N. Wolcott ",5342220,"Head Start","3-4 hours"
" Henry Booth House - Itsy Bitsy People Palace, Inc","7419 S Cottage Grove Ave ",8467396,"Head Start","HALF DAY/FULL DAY"
" Stagg","7424 S. Morgan ",5353565,"Head Start","5-6 hours"
" Madison","7433 S. Dorchester ",5350551,"Head Start","3-4 hours"
" Chicago Commons Association - Nia Family Center","744 N Monticello Ave ",8266971,"Head Start","HALF DAY/FULL DAY"
" Howard Area Community Center - Howard Area Community Center","7510 N Ashland Ave ",7647610,"Head Start","HALF DAY/FULL DAY"
" Chicago Youth Centers - Rebecca K. Crown / CYC","7601 S Phillips Ave ",6481550,"Head Start","HALF DAY/FULL DAY"
" Howard Area Community Center - Howard Area","7638 N Paulina Ave ",3813652,"Head Start","HALF DAY/FULL DAY"
" Barton","7650 S. Wolcott Ave. ",5353260,"Head Start","5-6 hours"
" Bradwell","7736 S. Burnhan ",5356600,"Head Start","3-4 hours"
" Bradwell","7736 S. Burnhan ",5356600,"Head Start","5-6 hours"
" Henry Booth House - Little Hands & Feet","7801 S Wolcott Ave ",,"Head Start","HALF DAY/FULL DAY"
" Ruggles","7831 S. Prairie ",5353085,"Head Start","5-6 hours"
" Ada S. McKinley Community Services - McKinley - Wright Renaissance","7939 S Western Ave ",4768805,"Head Start","HALF DAY/FULL DAY"
" Chicago State University - Tiny Tots Villa","8128 S Dr. Martin Luther King Dr ",4836251,"Head Start","HALF DAY/FULL DAY"
" Henry Booth House - Learning Tree","8128 S Kedzie Ave ",7788802,"Head Start","HALF DAY/FULL DAY"
" Henry Booth House - New Pisgah","8130 S Racine Ave ",8735392,"Head Start","HALF DAY/FULL DAY"
" Henry Booth House - Pink's Child Care Academy","8236 S Kedzie Ave ",8637465,"Head Start","HALF DAY/FULL DAY"
" South Central Community Services - South Central Community Services","8316 S Ellis Ave ",4830900,"Head Start","HALF DAY/FULL DAY"
" Reavis","834 E. 50Th St. ",5351060,"Head Start","5-6 hours"
" Marcy Newberry Association - South Harper Montessori","8358 S Stony Island Ave ",7340375,"Head Start","HALF DAY/FULL DAY"
" Morgan","8407 S. Kerfoot ",5353366,"Head Start","3-4 hours"
" Chicago Youth Centers - Fellowship House / CYC","844 W 32nd St ",3262282,"Head Start","HALF DAY/FULL DAY"
" Salvation Army - Family Outreach Initiative (Sal Army)","845 W 69th St ",8324700,"Head Start","HALF DAY/FULL DAY"
" McNair Acad. Center","849 N. Leamington ",5346100,"Head Start","3-4 hours"
" Christopher House - Christopher House - Lakeshore","850 W Eastwood Ave ",2719403,"Head Start","HALF DAY/FULL DAY"
" Henry Booth House - Jelly Learning Center","8501 S Ashland Ave ",,"Head Start","HALF DAY/FULL DAY"
" Gresham","8524 S. Green ",5353350,"Head Start","5-6 hours"
" Henry Booth House - North Kenwood Day Care Center","857 E Pershing Rd ",2682223,"Head Start","HALF DAY/FULL DAY"
" Dorothy Sutton Branch - Dorothy Sutton Branch","8601 S State St ",7234445,"Head Start","HALF DAY/FULL DAY"
" Catholic Charities of the Archdiocese of Chicago - St. Bronislava","8716 S Colfax Ave ",9337676,"Head Start","HALF DAY/FULL DAY"
" Ryder","8716 S. Wallace ",5353843,"Head Start","3-4 hours"
" Henry Booth House - Little Elite Childcare","8748 S Aberdeen St ",4887988,"Head Start","HALF DAY/FULL DAY"
" Ada S. McKinley Community Services - Child Quest","8751 S Greenwood Ave ",,"Head Start","HALF DAY/FULL DAY"
" Henry Booth House - Pill Hill Development Center","8802 S Stony Island Ave ",,"Head Start","HALF DAY/FULL DAY"
" Chicago Youth Centers - Tots Express","8938 S Cottage Grove ",,"Head Start","HALF DAY/FULL DAY"
" Henry Booth House - Tots Express","8939 S Cottage Grove Ave ",,"Head Start","HALF DAY/FULL DAY"
" Wheatley CPC","902 E. 133rd Pl ",5355718,"Head Start","5-6 hours"
" Wheatley CPC","902 E. 133rd Pl ",5355718,"Head Start","5-6 hours"
" Henry Booth House - Kids R First","9040 S Vincennes Ave ",4454900,"Head Start","HALF DAY/FULL DAY"
" Catholic Charities of the Archdiocese of Chicago - Our Lady of Guadalupe","9129 S Burley Ave ",9785320,"Head Start","HALF DAY/FULL DAY"
" Trinity Resources Unlimited, Inc. - High Mountain","919 N Lavergne Ave ",6263994,"Head Start","HALF DAY/FULL DAY"
" Brunson","932 N. Central Av ",5346025,"Head Start","3-4 hours"
" Henry Booth House - Pattie Cake","939 W 87th St ",8749460,"Head Start","HALF DAY/FULL DAY"
" Centers For New Horizons - Altgeld Gardens I","941 E 132nd Pl ",4683055,"Head Start","HALF DAY/FULL DAY"
" Centers For New Horizons - Altgeld Gardens I","941 E 132nd Pl ",4683055,"Head Start","HALF DAY/FULL DAY"
" Salvation Army - Red Shield","945 W 69th St ",3583203,"Head Start","HALF DAY/FULL DAY"
" Chicago State University - Chicago State University","9501 S Dr. Martin Luther King Dr ",9952400,"Head Start","HALF DAY/FULL DAY"
" Holmes","955 W. Garfield ",5359025,"Head Start","5-6 hours"
" Chicago Youth Centers - Dorothy Gautreaux / CYC","975 E 132nd St ",2911000,"Head Start","HALF DAY/FULL DAY"
" Chicago Youth Centers - Dorothy Gautreaux / CYC","975 E 132nd St ",2911000,"Head Start","HALF DAY/FULL DAY"
" Henson","1326 S. Avers Ave ",5341804,"Head Start/Child Parent Center","8-11 Hours, varies by facility"
" Henson","1326 S. Avers Ave ",5341804,"Head Start/Child Parent Center","8-11 Hours, varies by facility"
" Herzl CPC","1401 S. Hamlin ",5341751,"Head Start/Child Parent Center","8-11 Hours, varies by facility"
" Herzl CPC","1401 S. Hamlin ",5341751,"Head Start/Child Parent Center","8-11 Hours, varies by facility"
" Ferguson CPC","1420 N. Hudson ",5348580,"Head Start/Child Parent Center","8-11 Hours, varies by facility"
" Delano CPC","3905 W. Wilcox ",5346450,"Head Start/Child Parent Center","8-11 Hours, varies by facility"
" Hansberry CPC","4055 W. Arthington ",5346931,"Head Start/Child Parent Center","8-11 Hours, varies by facility"
" Hansberry CPC","4055 W. Arthington ",5346931,"Head Start/Child Parent Center","8-11 Hours, varies by facility"
" South Loop","1212 S. Plymouth ",5348690,"Head Start/Prekindergarten For","8-11 Hours, varies by facility"
" South Loop","1212 S. Plymouth ",5348690,"Head Start/Prekindergarten For","8-11 Hours, varies by facility"
" Cockrell","30 E. 61St ",5350798,"Head Start/Prekindergarten For","8-11 Hours, varies by facility"
" Mason","4217 W. 18Th St. ",5341530,"Head Start/Prekindergarten For","8-11 Hours, varies by facility"
" Mason","4217 W. 18Th St. ",5341530,"Head Start/Prekindergarten For","8-11 Hours, varies by facility"
" McCutcheon","4865 N. Sheridan Rd ",5342680,"Head Start/Prekindergarten For","8-11 Hours, varies by facility"
" Fiske","6145 S. Ingleside ",5350990,"Head Start/Prekindergarten For","8-11 Hours, varies by facility"
" Barton","7650 S. Wolcott Ave. ",5353260,"Head Start/Prekindergarten For","8-11 Hours, varies by facility"
" Bradwell","7736 S. Burnhan ",5356600,"Head Start/Prekindergarten For","8-11 Hours, varies by facility"
" Wheatley CPC","902 E. 133rd Pl ",5355718,"Head Start/Prekindergarten For","8-11 Hours, varies by facility"
" Wheatley CPC","902 E. 133rd Pl ",5355718,"Head Start/Prekindergarten For","8-11 Hours, varies by facility"
" Sherman","1000 W. 52nd St. ",5351757,"Prekindergarten For All","3-4 hours"
" Columbus","1003 N. Leavitt ",5344350,"Prekindergarten For All","3-4 hours"
" Fernwood","10041 S. Union ",5352700,"Prekindergarten For All","3-4 hours"
" Bennett","10115 S. Prairie ",5355460,"Prekindergarten For All","3-4 hours"
" Garvey","10309 S. Morgan ",5352763,"Prekindergarten For All","3-4 hours"
" Gallistel","10347 S. Ewing Ave. ",5356540,"Prekindergarten For All","3-4 hours"
" Barnard","10354 S. Charles St. ",5352625,"Prekindergarten For All","3-4 hours"
" Clark, G.R.","1045 S. Monitor Ave ",5346225,"Prekindergarten For All","3-4 hours"
" Mt. Vernon","10540 S. Morgan ",5352825,"Prekindergarten For All","3-4 hours"
" Bright","10740 S. Calhoun ",5356218,"Prekindergarten For All","3-4 hours"
" Addams","10810 S. Ave. H ",5356210,"Prekindergarten For All","3-4 hours"
" Mt. Greenwood","10841 S. Homan Ave ",5352786,"Prekindergarten For All","3-4 hours"
" Dunne","10845 S. Union ",5355517,"Prekindergarten For All","3-4 hours"
" Rudolph","110 N. Paulina ",5347460,"Prekindergarten For All","5-6 hours"
" Holden","1104 W. 31St. St. ",5357200,"Prekindergarten For All","3-4 hours"
" Ariel Comm","1119 E. 46th St. ",5351996,"Prekindergarten For All","3-4 hours"
" Pullman","11311 S. Forrestville ",5355395,"Prekindergarten For All","3-4 hours"
" Bass","1140 W. 66th St. ",5353275,"Prekindergarten For All","3-4 hours"
" LaSalle/Andersen","1148 N. Honore ",5344276,"Prekindergarten For All","3-4 hours"
" Whistler","11533 S. Ada ",5355560,"Prekindergarten For All","3-4 hours"
" Pullman West","11941 S. Parnell Ave ",5355500,"Prekindergarten For All","3-4 hours"
" Metcalfe","12339 S. Normal Av. ",5355590,"Prekindergarten For All","3-4 hours"
" Bontemps","1241 West 58th St ",5359175,"Prekindergarten For All","3-4 hours"
" Owens","12450 S. State St. ",5355661,"Prekindergarten For All","3-4 hours"
" Grissom","12810 S. Escanaba ",5355380,"Prekindergarten For All","3-4 hours"
" De Diego","1313 N. Claremont ",5344451,"Prekindergarten For All","5-6 hours"
" Clay","13231 S.Burley ",5355600,"Prekindergarten For All","3-4 hours"
" De Priest","139 S. Parkside Ave ",5346800,"Prekindergarten For All","3-4 hours"
" Schiller","1409 N. Ogden ",5348126,"Prekindergarten For All","3-4 hours"
" Carnegie","1414 E. 61st Pl. ",5350530,"Prekindergarten For All","3-4 hours"
" Pilsen","1420 W. 17Th St. ",5347675,"Prekindergarten For All","3-4 hours"
" Pilsen","1420 W. 17Th St. ",5347675,"Prekindergarten For All","3-4 hours"
" Blaine","1420 W. Grace ",5345750,"Prekindergarten For All","3-4 hours"
" Peirce","1423 W. Bryn Mawr ",5342440,"Prekindergarten For All","3-4 hours"
" Lozano Bilingual","1424 N. Cleaver ",5344150,"Prekindergarten For All","5-6 hours"
" West Park Acad","1425 N. Tripp ",5344940,"Prekindergarten For All","3-4 hours"
" Lewis","1431 N. Leamington ",5343060,"Prekindergarten For All","3-4 hours"
" Colemon, Johnnie","1441 W. 119th St. ",5353975,"Prekindergarten For All","3-4 hours"
" Shoop","1460 W. 112Th St. ",5352715,"Prekindergarten For All","3-4 hours"
" Hayt","1518 W. Granville ",5342040,"Prekindergarten For All","3-4 hours"
" Cuffe","1540 W. 84Th St. ",5358250,"Prekindergarten For All","3-4 hours"
" Harte","1556 E. 56Th St. ",5350870,"Prekindergarten For All","3-4 hours"
" Salazar","160 W. Wendell ",5348310,"Prekindergarten For All","5-6 hours"
" Burr","1621 W. Wabansia ",5344090,"Prekindergarten For All","3-4 hours"
" Cooper","1624 W. 19Th St. ",5347205,"Prekindergarten For All","3-4 hours"
" Cooper","1624 W. 19Th St. ",5347205,"Prekindergarten For All","3-4 hours"
" Burley","1630 W. Barry ",5345475,"Prekindergarten For All","3-4 hours"
" Prescott","1632 W. Wrightwood ",5345505,"Prekindergarten For All","3-4 hours"
" Moos","1711 N. California ",5344340,"Prekindergarten For All","3-4 hours"
" Courtenay","1726 W. Berteau ",5345790,"Prekindergarten For All","3-4 hours"
" Yates","1839 N. Richmond ",5344550,"Prekindergarten For All","3-4 hours"
" Talcott","1840 W. Ohio ",5347130,"Prekindergarten For All","5-6 hours"
" McAuliffe","1841 N. Springfield ",5344400,"Prekindergarten For All","3-4 hours"
" Sayre Lang Acad","1850 N. Newland ",5343351,"Prekindergarten For All","3-4 hours"
" Pritzker","2009 W. Schiller St. ",5344415,"Prekindergarten For All","3-4 hours"
" Walsh","2015 S. Peoria ",5347950,"Prekindergarten For All","3-4 hours"
" Burbank","2035 N. Mobile ",5343000,"Prekindergarten For All","3-4 hours"
" Armstrong , G.","2110 W. Greenleaf ",5342150,"Prekindergarten For All","3-4 hours"
" Nixon","2121 N. Keeler ",5344375,"Prekindergarten For All","3-4 hours"
" Crown","2128 S. St Louis Ave ",5341680,"Prekindergarten For All","3-4 hours"
" Chappell","2135 W. Foster ",5342390,"Prekindergarten For All","3-4 hours"
" Mozart","2200 N. Hamlin ",5344160,"Prekindergarten For All","5-6 hours"
" Tilton","223 N. Keeler Av. ",5346746,"Prekindergarten For All","3-4 hours"
" Pulaski","2230 W. Mclean ",5344391,"Prekindergarten For All","3-4 hours"
" Kanoon","2233 S. Kedzie ",5341736,"Prekindergarten For All","3-4 hours"
" Mitchell","2233 W. Ohio St. ",5347655,"Prekindergarten For All","5-6 hours"
" Goethe","2236 N. Rockwell ",5344135,"Prekindergarten For All","5-6 hours"
" Marconi","230 N. Kolmar ",5346210,"Prekindergarten For All","3-4 hours"
" De La Cruz","2317 W. 23rd Pl. ",5354585,"Prekindergarten For All","3-4 hours"
" Farragut","2345 S. Christiana ",5341300,"Prekindergarten For All","3-4 hours"
" Spry","2400 S. Marshall Bl ",5341700,"Prekindergarten For All","3-4 hours"
" Ruiz","2410 S. Leavitt ",5354825,"Prekindergarten For All","3-4 hours"
" Parkman","245 W. 51St. St. ",5351739,"Prekindergarten For All","3-4 hours"
" Sherwood","245 W. 57Th St. ",5350829,"Prekindergarten For All","3-4 hours"
" Haines","247 W. 23Rd Pl ",5349200,"Prekindergarten For All","3-4 hours"
" Corkery","2510 S. Kildare ",5341650,"Prekindergarten For All","3-4 hours"
" Carroll-Rosenwald Br","2541 W. 80th St ",5359355,"Prekindergarten For All","3-4 hours"
" Barbara Vick Early Childhood & Fam Center","2554 W. 113Th St ",5352671,"Prekindergarten For All","3-4 hours"
" Little Village","2620 S. Lawndale ",5341880,"Prekindergarten For All","3-4 hours"
" Ward, J.","2701 S. Shields ",5349050,"Prekindergarten For All","3-4 hours"
" Budlong","2701 W. Foster ",5342591,"Prekindergarten For All","3-4 hours"
" McCormick","2712 S. Sawyer ",5357252,"Prekindergarten For All","3-4 hours"
" Lafayette","2714 W. Augusta Blvd. ",5344326,"Prekindergarten For All","3-4 hours"
" Brentano","2723 N. Fairfield ",5344100,"Prekindergarten For All","3-4 hours"
" Schubert","2727 N. Long ",5343080,"Prekindergarten For All","3-4 hours"
" McKinley Park","2744 W. Pershing Rd ",5533661,"Prekindergarten For All","3-4 hours"
" Whitney","2815 S. Komensky ",5341560,"Prekindergarten For All","3-4 hours"
" Hammond","2819 W. 21st Place ",5354580,"Prekindergarten For All","3-4 hours"
" Barry","2828 N. Kilbourn ",5343455,"Prekindergarten For All","3-4 hours"
" Locke","2828 N. Oak Park Ave ",5343300,"Prekindergarten For All","3-4 hours"
" Calhoun North","2833 W. Adams Street ",5346940,"Prekindergarten For All","3-4 hours"
" Agassiz","2851 N. Seminary ",5345725,"Prekindergarten For All","3-4 hours"
" Avondale","2945 N. Sawyer ",5345244,"Prekindergarten For All","3-4 hours"
" Ortiz De Dominguez","3000 S. Lawndale Ave ",5341600,"Prekindergarten For All","3-4 hours"
" Davis, N.","3014 W. 39th Pl ",5354540,"Prekindergarten For All","3-4 hours"
" Falconer","3020 N. Lamon ",5343560,"Prekindergarten For All","3-4 hours"
" Miller","3030 W. Harrison St ",5346594,"Prekindergarten For All","3-4 hours"
" Healy","3040 S. Parnell ",5349170,"Prekindergarten For All","3-4 hours"
" Pershing Magnet","3113 S. Rhodes ",5349272,"Prekindergarten For All","3-4 hours"
" Darwin","3116 W. Belden ",5344110,"Prekindergarten For All","3-4 hours"
" Cleveland","3121 W. Byron ",5345130,"Prekindergarten For All","3-4 hours"
" Jahn","3149 N. Wolcott ",5345500,"Prekindergarten For All","3-4 hours"
" Linne","3221 N. Sacramento ",5345262,"Prekindergarten For All","3-4 hours"
" Hibbard","3244 W. Ainslie ",5345191,"Prekindergarten For All","3-4 hours"
" Nettelhorst","3252 N. Broadway ",5345810,"Prekindergarten For All","3-4 hours"
" Lowell","3320 W. Hirsch ",5344300,"Prekindergarten For All","3-4 hours"
" Tarkington","3330 W. 71st St. ",5354700,"Prekindergarten For All","3-4 hours"
" Chicago Academy","3400 N. Austin ",5343885,"Prekindergarten For All","3-4 hours"
" Everett , Edward","3419 S. Bell Av. ",5354550,"Prekindergarten For All","3-4 hours"
" Reinberg","3425 N. Major ",5343465,"Prekindergarten For All","3-4 hours"
" Hampton, Lionel","3434 W. 77th ",5354030,"Prekindergarten For All","3-4 hours"
" Dever","3436 N. Osceola ",5343090,"Prekindergarten For All","3-4 hours"
" Audubon","3500 N. Hoyne ",5345470,"Prekindergarten For All","3-4 hours"
" Casals","3501 W. Potomac ",5344444,"Prekindergarten For All","3-4 hours"
" Murphy","3539 W. Grace ",5345223,"Prekindergarten For All","5-6 hours"
" Burroughs","3542 S. Washtenaw Ave. ",5357226,"Prekindergarten For All","3-4 hours"
" Ericson","3600 West 5th Ave ",5346660,"Prekindergarten For All","3-4 hours"
" Washington G.","3611 E. 114Th St. ",5355010,"Prekindergarten For All","3-4 hours"
" Reilly","3650 W. School ",5345250,"Prekindergarten For All","3-4 hours"
" Monroe","3651 W. Schubert ",5344155,"Prekindergarten For All","3-4 hours"
" Gregory","3715 W. Polk Street ",5346820,"Prekindergarten For All","3-4 hours"
" Dawes","3810 W. 81st Pl. ",5352350,"Prekindergarten For All","3-4 hours"
" Attucks","3813 S. Dearborn ",5351270,"Prekindergarten For All","5-6 hours"
" Disney Magnet II","3815 N. Kedvale ",5358650,"Prekindergarten For All","3-4 hours"
" Brighton Park","3825 S. Washtenaw Ave. ",5357237,"Prekindergarten For All","3-4 hours"
" Coonley","4046 N. Leavitt ",5345140,"Prekindergarten For All","3-4 hours"
" Westcott","409 W. 80Th St. ",5353090,"Prekindergarten For All","3-4 hours"
" Nobel","4127 W. Hirsch ",5344365,"Prekindergarten For All","3-4 hours"
" Disney Magnet","4140 N. Marine Dr. ",5345840,"Prekindergarten For All","3-4 hours"
" Scammon","4201 W. Henderson ",5343475,"Prekindergarten For All","3-4 hours"
" Bateman","4220 N. Richmond ",5345055,"Prekindergarten For All","3-4 hours"
" Hughes, C.","4247 W. 15Th St. ",5341762,"Prekindergarten For All","3-4 hours"
" Henry","4250 N. St. Louis ",5345060,"Prekindergarten For All","3-4 hours"
" Brennemann","4251 N. Clarendon ",5345766,"Prekindergarten For All","3-4 hours"
" Belding","4257 N. Tripp ",5343590,"Prekindergarten For All","3-4 hours"
" Smyser","4310 N. Melvina ",5343711,"Prekindergarten For All","3-4 hours"
" Hendricks","4316 S. Princeton ",5351696,"Prekindergarten For All","5-6 hours"
" Sumner","4320 W. Fifth Ave ",5346730,"Prekindergarten For All","3-4 hours"
" Ravenswood","4332 N. Paulina St. ",5345525,"Prekindergarten For All","3-4 hours"
" Hearst","4340 S. Lamon ",5352376,"Prekindergarten For All","3-4 hours"
" Hefferan","4409 W. Wilcox St ",5346192,"Prekindergarten For All","3-4 hours"
" North River","4416 N. Troy ",5533658,"Prekindergarten For All","3-4 hours"
" Stockton Br.","4425 N. Magnolia Ave ",5342510,"Prekindergarten For All","3-4 hours"
" Woodson South","4444 S. Evans Ave ",5351280,"Prekindergarten For All","3-4 hours"
" Waters","4540 N. Campbell ",5345090,"Prekindergarten For All","3-4 hours"
" Haugan","4540 N. Hamlin ",5345040,"Prekindergarten For All","3-4 hours"
" Seward","4600 S. Hermitage ",5354890,"Prekindergarten For All","3-4 hours"
" Lara","4619 S. Wolcott ",5354389,"Prekindergarten For All","3-4 hours"
" Prussing","4650 N. Menard ",5343460,"Prekindergarten For All","3-4 hours"
" McPherson","4728 N. Wolcott Ave ",5344625,"Prekindergarten For All","3-4 hours"
" Hamline","4747 S. Bishop ",5354565,"Prekindergarten For All","3-4 hours"
" Chavez","4747 S. Marshfield ",5354600,"Prekindergarten For All","3-4 hours"
" Hedges","4747 S. Winchester ",5357360,"Prekindergarten For All","3-4 hours"
" Edwards","4815 S. Karlov ",5354875,"Prekindergarten For All","3-4 hours"
" Fleming Br.","4918 W. 64Th St. ",5352405,"Prekindergarten For All","3-4 hours"
" Volta","4950 N. Avers ",5345080,"Prekindergarten For All","3-4 hours"
" Daley","5024 S. Wolcott ",5359091,"Prekindergarten For All","3-4 hours"
" Beaubien","5025 N. Laramie ",5343500,"Prekindergarten For All","3-4 hours"
